"winners_id","winners","winning_tribe"
46,"Lex",NA
NA,NA,NA
46,"Lex",NA
46,"Lex",NA
45,"Big Tom",NA
45,"Big Tom",NA
46,"Lex",NA
46,"Lex",NA
47,"Kim J.",NA
47,"Kim J.",NA
18,"Kel","Ogakor"
19,"Maralyn","Ogakor"
20,"Mitchell","Ogakor"
25,"Jerri","Ogakor"
27,"Amber","Ogakor"
30,"Keith","Ogakor"
31,"Colby","Ogakor"
32,"Tina","Ogakor"
18,"Kel","Ogakor"
19,"Maralyn","Ogakor"
20,"Mitchell","Ogakor"
25,"Jerri","Ogakor"
27,"Amber","Ogakor"
30,"Keith","Ogakor"
31,"Colby","Ogakor"
32,"Tina","Ogakor"
18,"Kel","Ogakor"
19,"Maralyn","Ogakor"
20,"Mitchell","Ogakor"
25,"Jerri","Ogakor"
27,"Amber","Ogakor"
30,"Keith","Ogakor"
31,"Colby","Ogakor"
32,"Tina","Ogakor"
21,"Kimmi","Kucha"
22,"Michael","Kucha"
23,"Jeff","Kucha"
24,"Alicia","Kucha"
26,"Nick","Kucha"
28,"Rodger","Kucha"
29,"Elisabeth","Kucha"
19,"Maralyn","Ogakor"
20,"Mitchell","Ogakor"
25,"Jerri","Ogakor"
27,"Amber","Ogakor"
30,"Keith","Ogakor"
31,"Colby","Ogakor"
32,"Tina","Ogakor"
21,"Kimmi","Kucha"
22,"Michael","Kucha"
23,"Jeff","Kucha"
24,"Alicia","Kucha"
26,"Nick","Kucha"
28,"Rodger","Kucha"
29,"Elisabeth","Kucha"
21,"Kimmi","Kucha"
22,"Michael","Kucha"
23,"Jeff","Kucha"
24,"Alicia","Kucha"
26,"Nick","Kucha"
28,"Rodger","Kucha"
29,"Elisabeth","Kucha"
21,"Kimmi","Kucha"
22,"Michael","Kucha"
23,"Jeff","Kucha"
24,"Alicia","Kucha"
26,"Nick","Kucha"
28,"Rodger","Kucha"
29,"Elisabeth","Kucha"
21,"Kimmi","Kucha"
22,"Michael","Kucha"
23,"Jeff","Kucha"
24,"Alicia","Kucha"
26,"Nick","Kucha"
28,"Rodger","Kucha"
29,"Elisabeth","Kucha"
25,"Jerri","Ogakor"
27,"Amber","Ogakor"
30,"Keith","Ogakor"
31,"Colby","Ogakor"
32,"Tina","Ogakor"
22,"Michael","Kucha"
23,"Jeff","Kucha"
24,"Alicia","Kucha"
26,"Nick","Kucha"
28,"Rodger","Kucha"
29,"Elisabeth","Kucha"
30,"Keith",NA
25,"Jerri",NA
27,"Amber",NA
30,"Keith",NA
31,"Colby",NA
25,"Jerri",NA
26,"Nick",NA
NA,NA,NA
31,"Colby",NA
31,"Colby",NA
31,"Colby",NA
32,"Tina",NA
31,"Colby",NA
31,"Colby",NA
31,"Colby",NA
31,"Colby",NA
2,"B.B.","Pagong"
4,"Ramona","Pagong"
6,"Joel","Pagong"
7,"Gretchen","Pagong"
8,"Greg","Pagong"
9,"Jenna","Pagong"
10,"Gervase","Pagong"
11,"Colleen","Pagong"
2,"B.B.","Pagong"
4,"Ramona","Pagong"
6,"Joel","Pagong"
7,"Gretchen","Pagong"
8,"Greg","Pagong"
9,"Jenna","Pagong"
10,"Gervase","Pagong"
11,"Colleen","Pagong"
2,"B.B.","Pagong"
4,"Ramona","Pagong"
6,"Joel","Pagong"
7,"Gretchen","Pagong"
8,"Greg","Pagong"
9,"Jenna","Pagong"
10,"Gervase","Pagong"
11,"Colleen","Pagong"
3,"Stacey","Tagi"
5,"Dirk","Tagi"
12,"Sean","Tagi"
13,"Susan","Tagi"
14,"Rudy","Tagi"
15,"Kelly","Tagi"
16,"Richard","Tagi"
3,"Stacey","Tagi"
5,"Dirk","Tagi"
12,"Sean","Tagi"
13,"Susan","Tagi"
14,"Rudy","Tagi"
15,"Kelly","Tagi"
16,"Richard","Tagi"
4,"Ramona","Pagong"
6,"Joel","Pagong"
7,"Gretchen","Pagong"
8,"Greg","Pagong"
9,"Jenna","Pagong"
10,"Gervase","Pagong"
11,"Colleen","Pagong"
5,"Dirk","Tagi"
12,"Sean","Tagi"
13,"Susan","Tagi"
14,"Rudy","Tagi"
15,"Kelly","Tagi"
16,"Richard","Tagi"
5,"Dirk","Tagi"
12,"Sean","Tagi"
13,"Susan","Tagi"
14,"Rudy","Tagi"
15,"Kelly","Tagi"
16,"Richard","Tagi"
6,"Joel","Pagong"
7,"Gretchen","Pagong"
8,"Greg","Pagong"
9,"Jenna","Pagong"
10,"Gervase","Pagong"
11,"Colleen","Pagong"
6,"Joel","Pagong"
7,"Gretchen","Pagong"
8,"Greg","Pagong"
9,"Jenna","Pagong"
10,"Gervase","Pagong"
11,"Colleen","Pagong"
6,"Joel","Pagong"
7,"Gretchen","Pagong"
8,"Greg","Pagong"
9,"Jenna","Pagong"
10,"Gervase","Pagong"
11,"Colleen","Pagong"
12,"Sean","Tagi"
13,"Susan","Tagi"
14,"Rudy","Tagi"
15,"Kelly","Tagi"
16,"Richard","Tagi"
8,"Greg",NA
8,"Greg",NA
10,"Gervase",NA
11,"Colleen",NA
9,"Jenna",NA
14,"Rudy",NA
10,"Gervase",NA
16,"Richard",NA
12,"Sean",NA
16,"Richard",NA
15,"Kelly",NA
15,"Kelly",NA
15,"Kelly",NA
15,"Kelly",NA
15,"Kelly",NA
